Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,SaleCondition,SalePrice
1203,50,RM,50.0,6000,Reg,Corner,BrkSide,1Fam,1.5Fin,5,8,1925,1997,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,No,Unf,0,Unf,884,884,Ex,884,464,1348,1,1,0,3,TA,5,1,Fa,Detchd,1960.0,Unf,1,216,0,0,208,5,2009,Normal,117000
1204,20,RL,75.0,9750,Reg,Inside,CollgCr,1Fam,1Story,7,5,2000,2001,Gable,VinylSd,VinylSd,BrkFace,171.0,Gd,PConc,Gd,No,Unf,0,Unf,1630,1630,Ex,1630,0,1630,0,2,0,3,Gd,6,1,TA,Attchd,2000.0,Unf,2,451,74,234,0,10,2009,Normal,213000
1205,20,RL,78.0,10140,Reg,Inside,NWAmes,1Fam,1Story,5,6,1975,1975,Gable,HdBoard,HdBoard,None,0.0,TA,CBlock,Gd,No,ALQ,788,Unf,268,1056,Ex,1074,0,1074,1,1,1,3,TA,6,0,Missing,Attchd,1975.0,RFn,2,495,0,88,0,7,2006,Normal,153500
1206,20,RL,90.0,14684,IR1,CulDSac,SawyerW,1Fam,1Story,7,7,1990,1991,Hip,HdBoard,HdBoard,BrkFace,234.0,Gd,CBlock,Gd,Mn,ALQ,485,BLQ,1496,2158,Gd,2196,0,2196,0,2,0,3,Gd,7,1,TA,Attchd,1990.0,RFn,3,701,84,70,0,6,2009,Normal,271900
1207,20,RH,69.0,8900,Reg,Inside,SawyerW,1Fam,1Story,4,4,1966,1966,Gable,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,No,Rec,1056,Unf,0,1056,TA,1056,0,1056,1,1,0,2,TA,5,0,Missing,Detchd,1966.0,Unf,1,384,0,42,0,11,2006,Normal,107000
1208,20,RL,70.0,9135,Reg,Inside,CollgCr,1Fam,1Story,6,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,120.0,Gd,PConc,Gd,Av,GLQ,340,Unf,1342,1682,Ex,1700,0,1700,1,2,0,3,Gd,7,0,Missing,Attchd,2003.0,RFn,2,544,192,23,0,5,2006,Normal,200000
1209,20,RL,70.0,7763,Reg,Inside,NAmes,1Fam,1Story,5,7,1962,1980,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Rec,504,BLQ,319,931,TA,1283,0,1283,1,1,0,3,TA,6,0,Missing,Detchd,1980.0,Unf,2,506,0,0,0,10,2008,Normal,140000
1210,20,RL,85.0,10182,IR1,CulDSac,Somerst,1Fam,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,Stone,420.0,Gd,PConc,Ex,Mn,GLQ,1220,Unf,440,1660,Ex,1660,0,1660,1,2,0,3,Gd,8,1,Gd,Attchd,2006.0,RFn,2,500,322,50,0,5,2006,Partial,290000
1211,60,RL,70.0,11218,Reg,Inside,SawyerW,1Fam,2Story,6,5,1992,1992,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,PConc,Gd,No,Unf,0,Unf,1055,1055,Ex,1055,790,1845,0,2,1,3,Gd,8,1,TA,Attchd,1992.0,RFn,2,462,635,104,0,5,2010,Normal,189000
1212,50,RL,152.0,12134,IR1,Inside,Gilbert,1Fam,1.5Fin,8,7,1988,2005,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,Wood,Gd,Av,GLQ,427,Unf,132,559,Gd,1080,672,1752,0,2,0,4,TA,8,0,Missing,Basment,1988.0,RFn,2,492,325,12,0,6,2010,Normal,164000
1213,30,RL,50.0,9340,Reg,Inside,Edwards,1Fam,1Story,4,6,1941,1950,Hip,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Rec,344,Unf,328,672,TA,672,0,672,1,1,0,2,TA,4,0,Missing,Attchd,1941.0,Unf,1,234,0,113,0,8,2009,Normal,113000
1214,80,RL,69.0,10246,IR1,CulDSac,Sawyer,1Fam,SLvl,4,9,1965,2001,Gable,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,Av,GLQ,648,Unf,0,648,Ex,960,0,960,1,0,0,0,TA,3,0,Missing,Attchd,1965.0,Unf,1,364,88,0,0,5,2006,Normal,145000
1215,85,RL,69.0,10205,IR1,Inside,NAmes,1Fam,SFoyer,5,5,1962,1962,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,Av,BLQ,784,Unf,141,925,TA,999,0,999,1,1,0,3,TA,6,0,Missing,Attchd,1962.0,Unf,1,300,150,72,0,5,2006,Normal,134500
1216,20,RL,99.0,7094,IR1,Inside,Sawyer,1Fam,1Story,5,5,1966,1966,Gable,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,No,Rec,180,LwQ,340,894,TA,894,0,894,0,1,0,3,TA,5,0,Missing,Detchd,1966.0,RFn,1,384,0,0,0,5,2007,Normal,125000
1217,90,RM,68.0,8930,Reg,Inside,Sawyer,Duplex,1.5Fin,6,5,1978,1978,Gable,VinylSd,VinylSd,None,0.0,TA,Slab,TA,No,Unf,0,Unf,0,0,TA,1318,584,1902,0,2,0,4,TA,8,0,Missing,Attchd,1978.0,Unf,2,539,0,0,0,4,2010,Normal,112000
1218,20,FV,72.0,8640,Reg,Inside,Somerst,1Fam,1Story,8,5,2009,2009,Gable,CemntBd,CmentBd,Stone,72.0,Gd,PConc,Gd,Mn,GLQ,936,Unf,364,1300,Ex,1314,0,1314,1,2,0,3,Gd,6,0,Missing,Attchd,2009.0,RFn,2,552,135,112,0,9,2009,Partial,229456
1219,50,RM,52.0,6240,Reg,Inside,BrkSide,1Fam,1.5Fin,4,5,1947,1950,Gable,AsbShng,AsbShng,None,0.0,TA,Slab,TA,No,Unf,0,Unf,0,0,Gd,672,240,912,0,1,0,2,TA,3,0,Missing,Attchd,1980.0,Unf,0,0,0,0,0,7,2006,Normal,80500
1220,160,RM,21.0,1680,Reg,Inside,BrDale,Twnhs,2Story,6,5,1971,1971,Gable,CemntBd,CmentBd,BrkFace,236.0,TA,CBlock,TA,No,Unf,0,Unf,672,672,TA,672,546,1218,0,1,1,3,TA,7,0,Missing,Attchd,1980.0,Unf,0,0,201,0,0,4,2006,Abnorml,91500
1221,20,RL,66.0,7800,IR1,Inside,NAmes,1Fam,1Story,5,5,1964,1964,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,No,Rec,312,LwQ,0,912,TA,912,0,912,0,1,0,2,TA,5,0,Missing,Attchd,1964.0,Unf,1,288,0,0,0,11,2006,Abnorml,115000
1222,20,RL,55.0,8250,Reg,Inside,Sawyer,1Fam,1Story,5,5,1968,1968,Hip,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,No,BLQ,250,LwQ,210,952,Ex,1211,0,1211,0,1,0,3,TA,5,1,TA,Attchd,1968.0,Unf,1,322,0,63,0,8,2008,Normal,134000
1223,50,RL,78.0,10496,Reg,Inside,NAmes,1Fam,1.5Fin,6,6,1949,1950,Gable,Wd Sdng,Wd Sdng,BrkFace,320.0,TA,CBlock,TA,Mn,Rec,196,Unf,844,1040,Ex,1168,678,1846,0,2,0,3,TA,7,1,Gd,Attchd,1949.0,Unf,1,315,0,0,0,1,2007,Normal,143000
1224,20,RL,89.0,10680,Reg,Inside,NAmes,1Fam,1Story,5,3,1951,1951,Hip,Wd Sdng,Wd Sdng,BrkFace,44.0,TA,CBlock,TA,No,LwQ,756,Unf,1380,2136,TA,2136,0,2136,0,2,0,4,TA,7,0,Missing,Detchd,1951.0,Unf,2,528,0,30,0,10,2006,Normal,137900
1225,60,RL,60.0,15384,IR1,Inside,Gilbert,1Fam,2Story,7,5,2004,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,Av,GLQ,724,Unf,64,788,Ex,788,702,1490,1,2,1,3,Gd,8,1,Gd,Attchd,2004.0,Fin,2,388,100,75,0,2,2008,Normal,184000
1226,80,RL,65.0,10482,Reg,Inside,NAmes,1Fam,SLvl,6,8,1958,1958,Hip,VinylSd,VinylSd,BrkFace,63.0,TA,CBlock,TA,Av,GLQ,507,Unf,81,588,Ex,1138,0,1138,0,1,0,3,TA,6,0,Missing,Attchd,1958.0,RFn,1,264,224,0,0,6,2007,Normal,145000
1227,60,RL,86.0,14598,IR1,CulDSac,Somerst,1Fam,2Story,6,5,2007,2007,Gable,VinylSd,VinylSd,Stone,74.0,Gd,PConc,Gd,Mn,Unf,0,Unf,894,894,Ex,894,1039,1933,0,2,1,4,Gd,9,1,Gd,BuiltIn,2007.0,Fin,3,668,100,18,0,1,2008,Normal,214000
1228,20,RL,72.0,8872,Reg,Corner,NAmes,1Fam,1Story,5,8,1965,2008,Gable,VinylSd,VinylSd,BrkFace,300.0,TA,CBlock,TA,No,ALQ,595,Unf,317,912,Ex,912,0,912,1,1,0,2,Gd,5,0,Missing,Detchd,1992.0,Unf,2,576,0,240,0,12,2008,Normal,147000
1229,120,RL,65.0,8769,Reg,Corner,NridgHt,TwnhsE,1Story,9,5,2008,2008,Hip,MetalSd,MetalSd,BrkFace,766.0,Ex,PConc,Ex,No,GLQ,1540,Unf,162,1702,Ex,1702,0,1702,1,1,1,1,Ex,7,1,Gd,Attchd,2008.0,Fin,3,1052,0,72,0,10,2008,Partial,367294
1230,80,RL,70.0,7910,Reg,Inside,NAmes,1Fam,SLvl,5,5,1960,1960,Hip,BrkFace,HdBoard,None,0.0,TA,CBlock,TA,No,ALQ,666,Unf,409,1075,Gd,1507,0,1507,0,2,0,4,TA,7,0,Missing,Basment,1960.0,Unf,1,404,0,0,0,8,2008,Normal,127000
1231,90,RL,69.0,18890,IR1,Inside,Sawyer,Duplex,1.5Fin,5,5,1977,1977,Shed,Plywood,Plywood,None,1.0,TA,CBlock,Gd,No,GLQ,498,Rec,652,1361,Ex,1361,1259,2620,0,2,2,4,TA,12,1,TA,BuiltIn,1977.0,RFn,2,600,155,24,145,8,2007,Normal,190000
1232,90,RL,70.0,7728,Reg,Inside,NAmes,Duplex,SLvl,5,6,1962,1962,Hip,Wd Sdng,Wd Sdng,BrkFace,120.0,TA,CBlock,TA,Av,ALQ,803,Unf,303,1106,TA,1190,0,1190,1,1,0,3,TA,6,0,Missing,Attchd,1962.0,Unf,2,540,0,18,0,5,2006,Normal,132500
1233,90,RL,70.0,9842,Reg,FR2,NAmes,Duplex,1Story,4,5,1962,1962,Gable,HdBoard,HdBoard,None,0.0,TA,Slab,TA,No,Unf,0,Unf,0,0,TA,1224,0,1224,0,2,0,2,TA,6,0,Missing,CarPort,1962.0,Unf,2,462,0,0,0,3,2007,Normal,101800
1234,20,RL,69.0,12160,IR1,Inside,NAmes,1Fam,1Story,5,5,1959,1959,Hip,Plywood,Plywood,BrkFace,180.0,TA,CBlock,TA,No,Rec,1000,Unf,188,1188,Fa,1188,0,1188,1,1,0,3,TA,6,0,Missing,Attchd,1959.0,RFn,2,531,0,0,0,5,2010,Abnorml,142000
1235,70,RH,55.0,8525,Reg,Inside,SWISU,1Fam,2Story,5,6,1911,1950,Gable,MetalSd,MetalSd,None,0.0,TA,PConc,TA,Av,Unf,0,Unf,940,940,TA,1024,940,1964,0,1,1,4,TA,7,0,Missing,Attchd,1980.0,Unf,0,0,0,192,0,11,2008,Abnorml,130000
1236,70,RL,96.0,13132,Reg,Inside,Crawfor,1Fam,2Story,5,5,1914,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,Gd,Mn,Unf,0,Unf,747,747,Gd,892,892,1784,0,1,1,4,TA,9,0,Missing,Detchd,1914.0,Unf,1,180,203,40,0,7,2006,Normal,138887
1237,160,RL,36.0,2628,Reg,Inside,NridgHt,Twnhs,2Story,7,5,2003,2003,Gable,VinylSd,Wd Shng,Stone,106.0,Gd,PConc,Gd,No,Unf,0,Unf,764,764,Ex,764,862,1626,0,2,1,2,Gd,6,0,Missing,BuiltIn,2003.0,RFn,2,474,0,27,0,6,2010,Normal,175500
1238,60,RL,41.0,12393,IR2,FR2,CollgCr,1Fam,2Story,7,5,2004,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,Unf,0,Unf,847,847,Ex,847,1101,1948,0,2,1,4,Gd,8,1,Gd,BuiltIn,2004.0,Fin,2,434,100,48,0,9,2006,Normal,195000
1239,20,RL,63.0,13072,Reg,Inside,SawyerW,1Fam,1Story,6,5,2005,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,Unf,0,Unf,1141,1141,Ex,1141,0,1141,0,1,1,3,TA,6,0,Missing,Detchd,2005.0,Unf,2,484,0,0,0,3,2006,Abnorml,142500
1240,20,RL,64.0,9037,IR1,Inside,Timber,1Fam,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,32.0,Gd,PConc,Gd,Av,GLQ,428,Unf,1048,1476,Ex,1484,0,1484,0,2,0,2,Ex,6,1,Gd,Attchd,2006.0,RFn,2,472,120,33,0,12,2007,Normal,265900
1241,60,RL,65.0,8158,Reg,Inside,CollgCr,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,252.0,Gd,PConc,Gd,No,GLQ,550,Unf,334,884,Ex,884,884,1768,1,2,1,3,Gd,8,0,Missing,Attchd,2003.0,RFn,2,543,0,63,0,7,2008,Normal,224900
1242,20,RL,83.0,9849,Reg,Inside,Somerst,1Fam,1Story,7,6,2007,2007,Hip,VinylSd,VinylSd,Stone,0.0,Gd,PConc,Gd,Av,Unf,0,Unf,1689,1689,Ex,1689,0,1689,0,2,0,3,Gd,7,0,Missing,Attchd,2007.0,RFn,3,954,0,56,0,6,2007,Partial,248328
1243,85,RL,85.0,10625,Reg,Inside,NWAmes,1Fam,SFoyer,7,6,1974,1974,Gable,Plywood,Plywood,BrkFace,81.0,TA,CBlock,Gd,Gd,GLQ,885,LwQ,0,1053,TA,1173,0,1173,1,2,0,3,Gd,6,2,TA,Attchd,1974.0,RFn,2,528,0,120,0,1,2010,Family,170000
1244,20,RL,107.0,13891,Reg,Inside,NridgHt,1Fam,1Story,10,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Ex,PConc,Ex,Gd,GLQ,1386,Unf,690,2076,Ex,2076,0,2076,1,2,1,2,Ex,7,1,Gd,Attchd,2006.0,Fin,3,850,216,229,0,9,2006,Partial,465000
1245,70,RL,69.0,11435,IR1,Corner,Crawfor,1Fam,2Story,8,7,1929,1950,Gable,BrkFace,Stucco,None,0.0,TA,PConc,Gd,No,Unf,0,Unf,792,792,Fa,792,725,1517,0,1,0,3,Gd,7,2,Gd,Detchd,1931.0,Unf,2,400,0,0,0,6,2006,Normal,230000
1246,80,RL,78.0,12090,Reg,Inside,NWAmes,1Fam,SLvl,6,7,1984,2003,Hip,VinylSd,VinylSd,BrkFace,74.0,TA,CBlock,Gd,No,Unf,0,Unf,585,585,Ex,1140,728,1868,0,3,1,3,TA,7,1,TA,BuiltIn,1984.0,Fin,2,477,268,112,0,1,2007,Abnorml,178000
1247,60,FV,65.0,8125,Reg,Inside,Somerst,1Fam,2Story,7,5,2005,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,Unf,0,Unf,756,756,Ex,756,797,1553,0,2,1,3,Gd,6,0,Missing,Attchd,2005.0,RFn,2,615,0,45,0,3,2006,Partial,186500
1248,80,RL,69.0,12328,IR1,Inside,Mitchel,1Fam,SLvl,6,5,1976,1976,Gable,HdBoard,HdBoard,BrkFace,335.0,TA,CBlock,TA,Av,GLQ,539,Unf,473,1012,TA,1034,0,1034,1,1,0,3,TA,6,0,Missing,Attchd,1976.0,Unf,3,888,0,0,0,5,2010,Normal,169900
1249,75,RM,60.0,9600,Reg,Inside,OldTown,1Fam,2.5Unf,6,5,1917,1950,Gable,AsbShng,AsbShng,None,0.0,TA,BrkTil,Gd,No,Rec,319,Unf,416,735,Fa,1134,924,2058,0,1,1,3,TA,8,1,Gd,Detchd,1950.0,Unf,2,396,0,0,259,4,2008,Normal,129500
1250,20,RL,60.0,7200,Reg,Inside,NAmes,1Fam,1Story,5,7,1950,1950,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,BLQ,534,Rec,246,876,TA,988,0,988,0,1,0,3,TA,6,0,Missing,Attchd,1950.0,Unf,1,276,0,80,0,5,2007,Normal,119000
1251,20,RL,93.0,11160,Reg,Corner,NAmes,1Fam,1Story,7,5,1968,1968,Hip,BrkFace,BrkFace,None,0.0,Gd,CBlock,TA,No,ALQ,1065,Unf,1045,2110,Ex,2110,0,2110,1,2,1,3,Ex,8,2,TA,Attchd,1968.0,Fin,2,522,0,0,0,4,2010,Normal,244000
1252,120,RL,69.0,3136,IR1,Corner,NridgHt,TwnhsE,1Story,7,5,2003,2003,Gable,VinylSd,Wd Shng,Stone,163.0,Gd,PConc,Gd,No,Unf,0,Unf,1405,1405,Ex,1405,0,1405,0,2,0,2,Gd,6,1,Gd,Attchd,2003.0,RFn,2,478,148,36,0,3,2006,Normal,171750
1253,20,RL,62.0,9858,Reg,Inside,Mitchel,1Fam,1Story,5,6,1968,1968,Gable,HdBoard,HdBoard,None,0.0,TA,CBlock,TA,No,BLQ,510,Unf,354,864,TA,874,0,874,1,1,0,3,TA,5,0,Missing,Attchd,1968.0,RFn,1,288,33,0,0,11,2009,Normal,130000
1254,60,RL,69.0,17542,IR1,Inside,Veenker,1Fam,2Story,7,7,1974,2003,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,CBlock,TA,Gd,LwQ,125,ALQ,36,1192,TA,1516,651,2167,1,2,1,3,Gd,9,2,Gd,Attchd,1974.0,RFn,2,518,220,47,0,7,2007,Normal,294000
1255,60,RL,60.0,6931,Reg,Inside,Edwards,1Fam,2Story,7,5,2003,2004,Gable,VinylSd,VinylSd,Stone,92.0,Gd,PConc,Gd,No,Unf,0,Unf,746,746,Ex,760,896,1656,0,2,1,3,Gd,7,1,Gd,BuiltIn,2003.0,Fin,2,397,178,128,0,7,2008,Normal,165400
1256,50,RM,52.0,6240,Reg,Inside,BrkSide,1Fam,1.5Fin,6,6,1931,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,BrkTil,TA,No,LwQ,425,Unf,459,884,TA,959,408,1367,0,1,0,3,TA,6,1,Gd,Detchd,1978.0,Unf,1,560,0,0,0,11,2007,Normal,127500
1257,20,RL,91.0,14303,IR1,Corner,NoRidge,1Fam,1Story,8,5,1994,1994,Hip,HdBoard,HdBoard,BrkFace,554.0,Gd,PConc,Gd,Gd,GLQ,1314,Unf,672,1986,Ex,1987,0,1987,1,2,0,2,Gd,7,1,TA,Attchd,1994.0,Fin,2,691,262,36,0,8,2008,Normal,301500
1258,30,RL,56.0,4060,Reg,Corner,Edwards,1Fam,1Story,5,8,1922,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,PConc,Fa,No,Unf,0,Unf,864,864,Ex,864,0,864,0,1,0,2,TA,4,0,Missing,Attchd,1980.0,Unf,0,0,0,96,0,7,2009,Normal,99900
1259,80,RL,59.0,9587,IR1,Inside,Gilbert,1Fam,SLvl,7,5,2005,2005,Gable,VinylSd,VinylSd,Stone,182.0,Gd,PConc,Gd,Gd,GLQ,655,Unf,201,856,Ex,1166,0,1166,1,2,0,2,Gd,5,0,Missing,Attchd,2005.0,Fin,2,400,212,0,0,7,2008,Normal,190000
1260,20,RL,65.0,9750,Reg,FR2,NAmes,1Fam,1Story,6,8,1969,1969,Gable,HdBoard,HdBoard,None,0.0,TA,CBlock,Gd,No,ALQ,602,LwQ,14,1054,Gd,1054,0,1054,1,1,1,3,TA,6,0,Missing,Attchd,1969.0,Unf,2,460,180,0,0,7,2008,Normal,151000
1261,60,RL,69.0,24682,IR3,CulDSac,Gilbert,1Fam,2Story,6,5,1999,1999,Gable,VinylSd,VinylSd,None,0.0,TA,PConc,Gd,No,Unf,0,Unf,841,841,Ex,892,783,1675,0,2,1,3,TA,7,1,TA,BuiltIn,1999.0,Fin,2,502,0,103,0,6,2009,Normal,181000
1262,20,RL,80.0,9600,Reg,Inside,NAmes,1Fam,1Story,5,6,1956,1956,Hip,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Rec,504,Unf,546,1050,Gd,1050,0,1050,0,1,0,2,TA,5,0,Missing,Attchd,1956.0,Unf,1,338,0,0,0,6,2009,Normal,128900
1263,50,RL,69.0,11250,Reg,Inside,ClearCr,1Fam,1.5Fin,4,5,1957,1989,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,CBlock,TA,Av,Unf,0,Unf,1104,1104,Ex,1104,684,1788,1,1,0,5,TA,8,2,TA,Attchd,1957.0,Unf,1,304,120,0,0,11,2009,Normal,161500
1264,70,RL,60.0,13515,Reg,Inside,BrkSide,1Fam,2Story,6,6,1919,1950,Gambrel,Wd Sdng,Wd Sdng,None,0.0,TA,PConc,TA,No,Unf,0,Unf,764,764,Ex,1060,764,1824,0,1,0,3,TA,8,1,Gd,Detchd,1940.0,Unf,2,520,0,0,126,7,2007,Normal,180500
1265,120,RH,34.0,4060,Reg,Inside,NAmes,TwnhsE,1Story,6,5,1998,1999,Gable,MetalSd,MetalSd,None,0.0,Gd,PConc,Gd,No,GLQ,266,Unf,1139,1405,Ex,1337,0,1337,1,2,0,2,Gd,5,0,Missing,Attchd,1998.0,Fin,2,511,144,68,0,8,2008,Abnorml,181000
1266,160,FV,35.0,3735,Reg,FR3,Somerst,TwnhsE,2Story,7,5,1999,1999,Hip,MetalSd,MetalSd,BrkFace,218.0,Gd,PConc,Gd,No,GLQ,450,Unf,241,691,Ex,713,739,1452,1,2,1,3,Gd,6,0,Missing,Detchd,1999.0,Unf,2,506,0,34,0,3,2006,Normal,183900
1267,190,RM,60.0,10120,IR1,Inside,OldTown,2fmCon,2.5Unf,7,4,1910,1950,Hip,Wd Sdng,Wd Sdng,None,0.0,Fa,CBlock,TA,No,Unf,0,Unf,925,925,TA,964,925,1889,0,1,1,4,TA,9,1,Gd,Detchd,1960.0,Unf,1,308,0,0,264,1,2007,Normal,122000
1268,20,RL,89.0,13214,IR1,Inside,Timber,1Fam,1Story,9,5,2008,2009,Hip,Stucco,CmentBd,None,0.0,Ex,PConc,Ex,Gd,Unf,0,Unf,2002,2002,Ex,2018,0,2018,0,2,0,3,Ex,10,1,Gd,Attchd,2009.0,Fin,3,746,144,76,0,5,2010,Normal,378500
1269,50,RL,69.0,14100,IR1,Inside,Crawfor,1Fam,1.5Fin,8,9,1935,1997,Gable,Stucco,Stucco,BrkFace,632.0,TA,CBlock,TA,Mn,Rec,192,Unf,536,728,Ex,1968,1479,3447,0,3,1,4,Gd,11,2,Gd,BuiltIn,1982.0,Unf,3,1014,314,12,0,5,2008,Normal,381000
1270,50,RL,78.0,11344,Reg,Inside,NAmes,1Fam,1.5Fin,5,5,1958,1958,Gable,MetalSd,MetalSd,BrkFace,180.0,TA,CBlock,TA,No,BLQ,460,Unf,414,874,TA,874,650,1524,0,1,1,3,TA,7,0,Missing,Attchd,1958.0,Unf,1,315,0,0,0,7,2007,Normal,144000
1271,40,RL,69.0,23595,Reg,Inside,ClearCr,1Fam,1Story,7,6,1979,1979,Shed,Plywood,Plywood,None,0.0,Gd,PConc,Gd,Gd,GLQ,1258,Unf,74,1332,TA,1332,192,1524,2,0,1,0,Gd,4,1,TA,Attchd,1979.0,Fin,2,586,268,0,0,4,2010,Normal,260000
1272,20,RL,69.0,9156,IR1,Inside,NWAmes,1Fam,1Story,6,7,1968,1968,Hip,BrkFace,BrkFace,None,0.0,TA,CBlock,TA,No,Unf,0,Unf,1489,1489,Gd,1489,0,1489,0,2,0,3,Gd,7,1,Gd,Attchd,1968.0,RFn,2,462,0,0,0,8,2009,Normal,185750
1273,20,RL,69.0,13526,IR1,CulDSac,Sawyer,1Fam,1Story,5,6,1965,1965,Hip,HdBoard,Plywood,BrkFace,114.0,TA,CBlock,TA,No,BLQ,560,LwQ,0,935,TA,935,0,935,1,1,0,3,TA,5,0,Missing,Attchd,1965.0,Unf,1,288,180,0,0,11,2006,Normal,137000
1274,80,RL,124.0,11512,IR1,Corner,Edwards,1Fam,SLvl,6,7,1959,2006,Gable,Plywood,Plywood,BrkFace,84.0,TA,CBlock,TA,Av,ALQ,719,Unf,300,1019,Gd,1357,0,1357,1,1,0,2,Ex,5,1,Gd,Basment,1959.0,RFn,1,312,0,0,0,5,2008,Normal,177000
1275,50,RL,53.0,5362,Reg,Corner,Crawfor,1Fam,1.5Fin,5,6,1910,2003,Gable,Wd Sdng,Wd Shng,None,0.0,TA,PConc,TA,No,Unf,0,Unf,661,661,Ex,661,589,1250,0,2,0,3,TA,8,1,Gd,Detchd,1985.0,Unf,2,552,242,0,81,11,2007,Normal,139000
1276,90,RL,95.0,11345,Reg,Corner,NAmes,Duplex,2Story,5,5,1948,1950,Gable,AsbShng,AsbShng,Stone,567.0,TA,CBlock,TA,No,Rec,220,Unf,708,928,Gd,928,992,1920,0,2,0,4,TA,10,0,Missing,Detchd,1948.0,Unf,2,400,0,0,0,7,2007,Normal,137000
1277,60,RL,69.0,12936,IR1,CulDSac,NWAmes,1Fam,2Story,6,6,1972,1972,Gable,HdBoard,Plywood,None,0.0,TA,CBlock,TA,No,BLQ,593,Unf,130,723,TA,735,660,1395,0,1,1,3,TA,6,1,TA,Attchd,1972.0,Unf,2,497,294,116,0,12,2009,Normal,162000
1278,80,RL,69.0,17871,IR1,CulDSac,NWAmes,1Fam,SLvl,6,5,1967,1976,Gable,HdBoard,HdBoard,BrkFace,359.0,TA,CBlock,Gd,Av,ALQ,528,Unf,1152,1680,Fa,1724,0,1724,1,1,1,3,TA,7,1,Gd,Attchd,1967.0,RFn,2,480,0,0,0,6,2009,Normal,197900
1279,60,RL,75.0,9473,Reg,Inside,CollgCr,1Fam,2Story,8,5,2002,2002,Gable,VinylSd,VinylSd,None,0.0,Gd,PConc,Gd,No,GLQ,804,Unf,324,1128,Ex,1128,903,2031,1,2,1,3,Gd,7,1,Gd,Attchd,2002.0,RFn,2,577,0,211,0,3,2008,Normal,237000
1280,50,C (all),60.0,7500,Reg,Inside,IDOTRR,1Fam,1.5Fin,4,4,1920,1950,Gable,MetalSd,MetalSd,None,0.0,TA,CBlock,TA,No,Unf,0,Unf,698,698,TA,698,430,1128,0,1,0,2,TA,6,0,Missing,Detchd,1980.0,RFn,2,528,30,0,164,4,2010,Abnorml,68400
1281,20,RL,67.0,9808,IR1,Inside,CollgCr,1Fam,1Story,7,5,2002,2002,Gable,VinylSd,VinylSd,BrkFace,110.0,Gd,PConc,Gd,No,GLQ,788,Unf,785,1573,Ex,1573,0,1573,1,2,0,3,Gd,6,0,Missing,Attchd,2002.0,RFn,2,544,0,72,0,3,2009,Normal,227000
1282,20,RL,50.0,8049,IR1,CulDSac,Timber,1Fam,1Story,7,5,1990,1990,Hip,HdBoard,HdBoard,BrkFace,54.0,TA,CBlock,Gd,No,ALQ,1053,Unf,256,1309,TA,1339,0,1339,1,2,0,2,TA,6,1,TA,Attchd,1990.0,Fin,2,484,0,58,0,7,2006,Normal,180000
